,Beta,ROI,Subj,Condition,Volume
722,0.11444,PPA,503,Ho,9
723,0.089563,PPA,503,Ho,10
724,0.122161,PPA,503,Ho,11
725,0.126829,PPA,503,Ho,12
726,0.0950731,PPA,503,Ho,13
727,0.0886872,PPA,503,Ho,14
728,0.123463,PPA,503,Ho,15
729,0.228352,PPA,503,Ho,16
730,-0.0192025,PPA,503,Ho,17
731,0.00889378,PPA,503,Ho,18
732,0.0122309,PPA,503,Ho,19
733,-0.0523935,PPA,503,Ho,20
734,0.0503731,PPA,503,Ho,21
735,0.105078,PPA,503,Hp,1
736,0.00497672,PPA,503,Hp,2
737,-0.0490848,PPA,503,Hp,3
738,0.0200303,PPA,503,Hp,4
739,0.0272253,PPA,503,Hp,5
740,0.129602,PPA,503,Hp,6
741,0.100904,PPA,503,Hp,7
742,0.0593609,PPA,503,Hp,8
743,0.0631394,PPA,503,Hp,9
744,0.0724339,PPA,503,Hp,10
745,0.128093,PPA,503,Hp,11
746,0.125855,PPA,503,Hp,12
747,0.0390682,PPA,503,Hp,13
748,0.0695988,PPA,503,Hp,14
749,0.150954,PPA,503,Hp,15
750,0.0787284,PPA,503,Hp,16
751,0.0178254,PPA,503,Hp,17
752,-0.03016,PPA,503,Hp,18
753,0.0369948,PPA,503,Hp,19
754,-0.0398324,PPA,503,Hp,20
755,0.0390542,PPA,503,Hp,21
756,-0.0688781,FFA,509,FH,1
757,0.137179,FFA,509,FH,2
758,0.149787,FFA,509,FH,3
759,0.221351,FFA,509,FH,4
760,0.640556,FFA,509,FH,5
761,0.743798,FFA,509,FH,6
762,0.815956,FFA,509,FH,7
763,0.885121,FFA,509,FH,8
764,0.704756,FFA,509,FH,9
765,0.682723,FFA,509,FH,10
766,0.753828,FFA,509,FH,11
767,0.668277,FFA,509,FH,12
768,0.615504,FFA,509,FH,13
769,0.760052,FFA,509,FH,14
770,0.899697,FFA,509,FH,15
771,0.756623,FFA,509,FH,16
772,0.664977,FFA,509,FH,17
773,0.423208,FFA,509,FH,18
774,0.0480871,FFA,509,FH,19
775,0.0455307,FFA,509,FH,20
776,-0.241394,FFA,509,FH,21
777,0.377323,FFA,509,Fo,1
778,-0.115669,FFA,509,Fo,2
779,0.203069,FFA,509,Fo,3
780,0.26273,FFA,509,Fo,4
781,0.538482,FFA,509,Fo,5
782,0.763156,FFA,509,Fo,6
783,0.680224,FFA,509,Fo,7
784,0.599307,FFA,509,Fo,8
785,0.631311,FFA,509,Fo,9
786,0.57886,FFA,509,Fo,10
787,0.56996,FFA,509,Fo,11
788,0.609645,FFA,509,Fo,12
789,0.568416,FFA,509,Fo,13
790,0.694491,FFA,509,Fo,14
791,0.905934,FFA,509,Fo,15
792,0.673883,FFA,509,Fo,16
793,0.528545,FFA,509,Fo,17
794,0.584533,FFA,509,Fo,18
795,0.193688,FFA,509,Fo,19
796,-0.0758527,FFA,509,Fo,20
797,0.319955,FFA,509,Fo,21
798,-0.318596,FFA,509,Fp,1
799,0.207407,FFA,509,Fp,2
800,0.136649,FFA,509,Fp,3
801,0.790621,FFA,509,Fp,4
802,0.799443,FFA,509,Fp,5
803,0.82123,FFA,509,Fp,6
804,0.797694,FFA,509,Fp,7
805,0.810884,FFA,509,Fp,8
806,0.623365,FFA,509,Fp,9
807,0.612634,FFA,509,Fp,10
808,0.681631,FFA,509,Fp,11
809,0.59703,FFA,509,Fp,12
810,0.498105,FFA,509,Fp,13
811,0.305967,FFA,509,Fp,14
812,0.0984402,FFA,509,Fp,15
813,0.136939,FFA,509,Fp,16
814,-0.0532121,FFA,509,Fp,17
815,0.0452132,FFA,509,Fp,18
816,-0.114467,FFA,509,Fp,19
817,-0.246759,FFA,509,Fp,20
818,0.365102,FFA,509,Fp,21
819,0.107564,FFA,509,HF,1
820,0.0492322,FFA,509,HF,2
821,0.356753,FFA,509,HF,3
822,0.235699,FFA,509,HF,4
823,0.289224,FFA,509,HF,5
824,0.176436,FFA,509,HF,6
825,0.382074,FFA,509,HF,7
826,0.314691,FFA,509,HF,8
827,0.418245,FFA,509,HF,9
828,0.450808,FFA,509,HF,10
829,0.417982,FFA,509,HF,11
830,0.511534,FFA,509,HF,12
831,0.530647,FFA,509,HF,13
832,0.50623,FFA,509,HF,14
833,0.575312,FFA,509,HF,15
834,0.560452,FFA,509,HF,16
835,0.446471,FFA,509,HF,17
836,0.522394,FFA,509,HF,18
837,0.341349,FFA,509,HF,19
838,-0.00832823,FFA,509,HF,20
839,0.310289,FFA,509,HF,21
840,0.310753,FFA,509,Ho,1
841,0.0386909,FFA,509,Ho,2
842,0.426081,FFA,509,Ho,3
843,0.505248,FFA,509,Ho,4
844,0.365324,FFA,509,Ho,5
845,0.62551,FFA,509,Ho,6
846,0.491102,FFA,509,Ho,7
847,0.422883,FFA,509,Ho,8
848,0.510008,FFA,509,Ho,9
849,0.536905,FFA,509,Ho,10
850,0.628832,FFA,509,Ho,11
851,0.619268,FFA,509,Ho,12
852,0.616459,FFA,509,Ho,13
853,0.49761,FFA,509,Ho,14
854,0.0775895,FFA,509,Ho,15
855,0.546889,FFA,509,Ho,16
856,0.471836,FFA,509,Ho,17
857,-0.0201892,FFA,509,Ho,18
858,0.1066,FFA,509,Ho,19
859,0.188876,FFA,509,Ho,20
860,0.35622,FFA,509,Ho,21
861,0.0453779,FFA,509,Hp,1
862,0.285969,FFA,509,Hp,2
863,0.163724,FFA,509,Hp,3
864,0.354624,FFA,509,Hp,4
865,0.269527,FFA,509,Hp,5
866,0.258829,FFA,509,Hp,6
867,0.314856,FFA,509,Hp,7
868,0.441953,FFA,509,Hp,8
869,0.381459,FFA,509,Hp,9
870,0.382851,FFA,509,Hp,10
871,0.418035,FFA,509,Hp,11
872,0.350624,FFA,509,Hp,12
873,0.421713,FFA,509,Hp,13
874,0.550846,FFA,509,Hp,14
875,0.461853,FFA,509,Hp,15
876,0.538659,FFA,509,Hp,16
877,0.707353,FFA,509,Hp,17
878,0.37231,FFA,509,Hp,18
879,0.445806,FFA,509,Hp,19
880,0.472792,FFA,509,Hp,20
881,0.330199,FFA,509,Hp,21
882,-0.0194794,PPA,509,FH,1
883,0.0978121,PPA,509,FH,2
884,0.0327996,PPA,509,FH,3
885,0.212806,PPA,509,FH,4
886,0.199027,PPA,509,FH,5
887,0.123766,PPA,509,FH,6
888,0.0717724,PPA,509,FH,7
889,-0.0466714,PPA,509,FH,8
890,0.0116656,PPA,509,FH,9
891,0.0880451,PPA,509,FH,10
892,0.0951235,PPA,509,FH,11
893,0.10044,PPA,509,FH,12
894,0.0846153,PPA,509,FH,13
895,0.063467,PPA,509,FH,14
896,0.117428,PPA,509,FH,15
897,0.209204,PPA,509,FH,16
898,0.0760596,PPA,509,FH,17
899,-0.0118714,PPA,509,FH,18
900,-0.121699,PPA,509,FH,19
901,-0.0383785,PPA,509,FH,20
902,0.0970058,PPA,509,FH,21
903,0.12376,PPA,509,Fo,1
904,-0.166013,PPA,509,Fo,2
905,-0.124833,PPA,509,Fo,3
906,0.0076448,PPA,509,Fo,4
907,0.184336,PPA,509,Fo,5
908,0.119186,PPA,509,Fo,6
909,-0.00847418,PPA,509,Fo,7
910,0.00962409,PPA,509,Fo,8
911,0.0424986,PPA,509,Fo,9
912,0.168534,PPA,509,Fo,10
913,0.103506,PPA,509,Fo,11
914,0.0263249,PPA,509,Fo,12
915,0.0852913,PPA,509,Fo,13
916,0.00907175,PPA,509,Fo,14
917,0.0614014,PPA,509,Fo,15
918,0.186808,PPA,509,Fo,16
919,0.17529,PPA,509,Fo,17
920,0.0304994,PPA,509,Fo,18
921,-0.166849,PPA,509,Fo,19
922,-0.112717,PPA,509,Fo,20
923,0.230817,PPA,509,Fo,21
924,0.220412,PPA,509,Fp,1
925,-0.0589588,PPA,509,Fp,2
926,-0.00663713,PPA,509,Fp,3
927,0.15236,PPA,509,Fp,4
928,0.14629,PPA,509,Fp,5
929,0.0589214,PPA,509,Fp,6
930,0.0406459,PPA,509,Fp,7
931,0.0565863,PPA,509,Fp,8
932,0.148304,PPA,509,Fp,9
933,0.0124928,PPA,509,Fp,10
934,-0.0389478,PPA,509,Fp,11
935,0.0248626,PPA,509,Fp,12
936,-0.0471048,PPA,509,Fp,13
937,-0.0540527,PPA,509,Fp,14
938,-0.0139968,PPA,509,Fp,15
939,-0.0370982,PPA,509,Fp,16
940,-0.0795429,PPA,509,Fp,17
941,-0.0878034,PPA,509,Fp,18
942,-0.142101,PPA,509,Fp,19
943,-0.0463844,PPA,509,Fp,20
944,-0.0189362,PPA,509,Fp,21
945,0.00075003,PPA,509,HF,1
946,0.0572181,PPA,509,HF,2
947,-0.0495703,PPA,509,HF,3
948,0.0903221,PPA,509,HF,4
949,0.299053,PPA,509,HF,5
950,0.209487,PPA,509,HF,6
951,0.459093,PPA,509,HF,7
952,0.186073,PPA,509,HF,8
953,0.178178,PPA,509,HF,9
954,0.333887,PPA,509,HF,10
955,0.253553,PPA,509,HF,11
956,0.282731,PPA,509,HF,12
957,0.331763,PPA,509,HF,13
958,0.256571,PPA,509,HF,14
959,0.380203,PPA,509,HF,15
960,0.283931,PPA,509,HF,16
961,0.122201,PPA,509,HF,17
962,0.010548,PPA,509,HF,18
963,0.0318135,PPA,509,HF,19
964,0.211942,PPA,509,HF,20
965,0.0488558,PPA,509,HF,21
966,0.12169,PPA,509,Ho,1
967,0.043231,PPA,509,Ho,2
968,0.183523,PPA,509,Ho,3
969,0.176115,PPA,509,Ho,4
970,0.326097,PPA,509,Ho,5
971,0.40742,PPA,509,Ho,6
972,0.459024,PPA,509,Ho,7
973,0.33189,PPA,509,Ho,8
974,0.267897,PPA,509,Ho,9
975,0.370959,PPA,509,Ho,10
976,0.407714,PPA,509,Ho,11
977,0.35667,PPA,509,Ho,12
978,0.347725,PPA,509,Ho,13
979,0.33952,PPA,509,Ho,14
980,0.343034,PPA,509,Ho,15
981,0.392035,PPA,509,Ho,16
982,0.244845,PPA,509,Ho,17
983,-0.0739139,PPA,509,Ho,18
984,0.0501197,PPA,509,Ho,19
985,0.185116,PPA,509,Ho,20
986,0.0756571,PPA,509,Ho,21
987,0.0101126,PPA,509,Hp,1
988,-0.027415,PPA,509,Hp,2
989,-0.0119187,PPA,509,Hp,3
990,-0.000429484,PPA,509,Hp,4
991,0.339498,PPA,509,Hp,5
992,0.383476,PPA,509,Hp,6
993,0.28638,PPA,509,Hp,7
994,0.245326,PPA,509,Hp,8
995,0.212985,PPA,509,Hp,9
996,0.359397,PPA,509,Hp,10
997,0.452338,PPA,509,Hp,11
998,0.313799,PPA,509,Hp,12
999,0.2573,PPA,509,Hp,13
1000,0.301265,PPA,509,Hp,14
1001,0.229848,PPA,509,Hp,15
1002,0.245538,PPA,509,Hp,16
1003,0.155143,PPA,509,Hp,17
1004,0.0165301,PPA,509,Hp,18
1005,-0.00289408,PPA,509,Hp,19
1006,0.256227,PPA,509,Hp,20
1007,0.0662746,PPA,509,Hp,21
1008,0.188277,FFA,505,FH,1
1009,-0.109812,FFA,505,FH,2
1010,-0.110106,FFA,505,FH,3
1011,0.0765581,FFA,505,FH,4
1012,0.044372,FFA,505,FH,5
1013,0.371136,FFA,505,FH,6
1014,0.392504,FFA,505,FH,7
1015,0.564963,FFA,505,FH,8
1016,0.656442,FFA,505,FH,9
1017,0.7176,FFA,505,FH,10
1018,0.771355,FFA,505,FH,11
1019,0.804327,FFA,505,FH,12
1020,0.766985,FFA,505,FH,13
1021,0.645519,FFA,505,FH,14
1022,0.722101,FFA,505,FH,15
1023,0.771761,FFA,505,FH,16
1024,0.444589,FFA,505,FH,17
1025,0.0890956,FFA,505,FH,18
1026,-0.0579265,FFA,505,FH,19
1027,-0.253684,FFA,505,FH,20
1028,-0.334852,FFA,505,FH,21
1029,0.300579,FFA,505,Fo,1
1030,-0.0471483,FFA,505,Fo,2
1031,0.00186286,FFA,505,Fo,3
1032,0.17582,FFA,505,Fo,4
1033,0.154964,FFA,505,Fo,5
1034,0.299664,FFA,505,Fo,6
1035,0.513836,FFA,505,Fo,7
1036,0.709949,FFA,505,Fo,8
1037,0.830031,FFA,505,Fo,9
1038,0.786884,FFA,505,Fo,10
1039,0.82748,FFA,505,Fo,11
1040,0.892995,FFA,505,Fo,12
1041,0.784449,FFA,505,Fo,13
1042,0.739033,FFA,505,Fo,14
1043,0.757085,FFA,505,Fo,15
1044,0.562113,FFA,505,Fo,16
1045,0.375238,FFA,505,Fo,17
1046,0.0176383,FFA,505,Fo,18
1047,-0.181982,FFA,505,Fo,19
1048,-0.216423,FFA,505,Fo,20
1049,0.0314119,FFA,505,Fo,21
1050,0.0603083,FFA,505,Fp,1
1051,-0.0144705,FFA,505,Fp,2
1052,0.141344,FFA,505,Fp,3
1053,0.220124,FFA,505,Fp,4
1054,0.484103,FFA,505,Fp,5
1055,0.527956,FFA,505,Fp,6
1056,0.616641,FFA,505,Fp,7
1057,0.714735,FFA,505,Fp,8
1058,0.672516,FFA,505,Fp,9
1059,0.624802,FFA,505,Fp,10
1060,0.623775,FFA,505,Fp,11
1061,0.615575,FFA,505,Fp,12
1062,0.588125,FFA,505,Fp,13
1063,0.56207,FFA,505,Fp,14
1064,0.565457,FFA,505,Fp,15
1065,0.541438,FFA,505,Fp,16
1066,0.425938,FFA,505,Fp,17
1067,0.135723,FFA,505,Fp,18
1068,-0.0328178,FFA,505,Fp,19
1069,0.0119342,FFA,505,Fp,20
1070,0.0839695,FFA,505,Fp,21
1071,0.26145,FFA,505,HF,1
1072,0.173715,FFA,505,HF,2
1073,0.141843,FFA,505,HF,3
1074,0.135443,FFA,505,HF,4
1075,0.217465,FFA,505,HF,5
1076,0.388302,FFA,505,HF,6
1077,0.516794,FFA,505,HF,7
1078,0.558636,FFA,505,HF,8
1079,0.653473,FFA,505,HF,9
1080,0.669622,FFA,505,HF,10
1081,0.72645,FFA,505,HF,11
1082,0.756271,FFA,505,HF,12
1083,0.663332,FFA,505,HF,13
1084,0.590248,FFA,505,HF,14
1085,0.528057,FFA,505,HF,15
1086,0.578807,FFA,505,HF,16
1087,0.505519,FFA,505,HF,17
1088,0.363803,FFA,505,HF,18
1089,-0.0114666,FFA,505,HF,19
1090,-0.0662676,FFA,505,HF,20
1091,-0.278392,FFA,505,HF,21
1092,0.263856,FFA,505,Ho,1
1093,0.128852,FFA,505,Ho,2
1094,0.186467,FFA,505,Ho,3
1095,0.182143,FFA,505,Ho,4
1096,0.378619,FFA,505,Ho,5
1097,0.48391,FFA,505,Ho,6
1098,0.625809,FFA,505,Ho,7
1099,0.636875,FFA,505,Ho,8
1100,0.735042,FFA,505,Ho,9
1101,0.694765,FFA,505,Ho,10
1102,0.793084,FFA,505,Ho,11
1103,0.889513,FFA,505,Ho,12
1104,0.793895,FFA,505,Ho,13
1105,0.845366,FFA,505,Ho,14
1106,0.835174,FFA,505,Ho,15
1107,0.744548,FFA,505,Ho,16
1108,0.611419,FFA,505,Ho,17
1109,0.312372,FFA,505,Ho,18
1110,0.100729,FFA,505,Ho,19
1111,-0.219951,FFA,505,Ho,20
1112,0.11013,FFA,505,Ho,21
1113,0.16825,FFA,505,Hp,1
1114,0.123581,FFA,505,Hp,2
1115,0.137841,FFA,505,Hp,3
1116,0.194604,FFA,505,Hp,4
1117,0.333038,FFA,505,Hp,5
1118,0.439059,FFA,505,Hp,6
1119,0.437264,FFA,505,Hp,7
1120,0.583491,FFA,505,Hp,8
1121,0.602921,FFA,505,Hp,9
1122,0.592359,FFA,505,Hp,10
1123,0.521246,FFA,505,Hp,11
1124,0.464828,FFA,505,Hp,12
1125,0.469892,FFA,505,Hp,13
1126,0.389715,FFA,505,Hp,14
1127,0.385855,FFA,505,Hp,15
1128,0.403871,FFA,505,Hp,16
1129,0.327489,FFA,505,Hp,17
1130,0.2495,FFA,505,Hp,18
1131,0.0559654,FFA,505,Hp,19
1132,0.0499812,FFA,505,Hp,20
1133,-0.129436,FFA,505,Hp,21
1134,-0.0903491,PPA,505,FH,1
1135,0.0801102,PPA,505,FH,2
1136,-0.0123824,PPA,505,FH,3
1137,-0.063913,PPA,505,FH,4
1138,0.0353016,PPA,505,FH,5
1139,0.198581,PPA,505,FH,6
1140,0.0835736,PPA,505,FH,7
1141,0.115746,PPA,505,FH,8
1142,0.163478,PPA,505,FH,9
1143,0.186392,PPA,505,FH,10
1144,0.116673,PPA,505,FH,11
1145,0.109222,PPA,505,FH,12
1146,0.169901,PPA,505,FH,13
1147,0.125278,PPA,505,FH,14
1148,0.205683,PPA,505,FH,15
1149,0.247891,PPA,505,FH,16
1150,0.0491798,PPA,505,FH,17
1151,-0.0114605,PPA,505,FH,18
1152,0.014349,PPA,505,FH,19
1153,-0.0312011,PPA,505,FH,20
1154,-0.110229,PPA,505,FH,21
1155,0.00900047,PPA,505,Fo,1
1156,-0.0936862,PPA,505,Fo,2
1157,-0.060184,PPA,505,Fo,3
1158,0.0444633,PPA,505,Fo,4
1159,0.148254,PPA,505,Fo,5
1160,0.11666,PPA,505,Fo,6
1161,0.166728,PPA,505,Fo,7
1162,-0.0178532,PPA,505,Fo,8
1163,0.0669128,PPA,505,Fo,9
1164,0.0547328,PPA,505,Fo,10
1165,-0.0324882,PPA,505,Fo,11
1166,-0.0157965,PPA,505,Fo,12
1167,-0.00162806,PPA,505,Fo,13
1168,0.0160986,PPA,505,Fo,14
1169,-0.0506099,PPA,505,Fo,15
1170,-0.0201652,PPA,505,Fo,16
1171,0.0991138,PPA,505,Fo,17
1172,-0.0506976,PPA,505,Fo,18
1173,-0.100499,PPA,505,Fo,19
1174,-0.0210018,PPA,505,Fo,20
1175,0.102936,PPA,505,Fo,21
1176,-0.0221518,PPA,505,Fp,1
1177,0.146937,PPA,505,Fp,2
1178,0.0329172,PPA,505,Fp,3
1179,-0.0314978,PPA,505,Fp,4
1180,0.188868,PPA,505,Fp,5
1181,0.0861268,PPA,505,Fp,6
1182,0.101077,PPA,505,Fp,7
1183,0.0934904,PPA,505,Fp,8
1184,0.102037,PPA,505,Fp,9
1185,0.0172257,PPA,505,Fp,10
1186,0.0780505,PPA,505,Fp,11
1187,0.133935,PPA,505,Fp,12
1188,0.0732079,PPA,505,Fp,13
1189,0.11423,PPA,505,Fp,14
1190,0.0218813,PPA,505,Fp,15
1191,-0.0456065,PPA,505,Fp,16
1192,-0.00859263,PPA,505,Fp,17
1193,0.047406,PPA,505,Fp,18
1194,-0.0138021,PPA,505,Fp,19
1195,-0.0979432,PPA,505,Fp,20
1196,0.00303749,PPA,505,Fp,21
1197,0.0929,PPA,505,HF,1
1198,0.022357,PPA,505,HF,2
1199,-0.0935017,PPA,505,HF,3
1200,0.0275232,PPA,505,HF,4
1201,0.119935,PPA,505,HF,5
1202,0.253487,PPA,505,HF,6
1203,0.379552,PPA,505,HF,7
1204,0.47537,PPA,505,HF,8
1205,0.369488,PPA,505,HF,9
1206,0.332775,PPA,505,HF,10
1207,0.343659,PPA,505,HF,11
1208,0.20116,PPA,505,HF,12
1209,0.12052,PPA,505,HF,13
1210,0.206605,PPA,505,HF,14
1211,0.212416,PPA,505,HF,15
1212,0.204756,PPA,505,HF,16
1213,0.232384,PPA,505,HF,17
1214,0.144356,PPA,505,HF,18
1215,-0.0337278,PPA,505,HF,19
1216,-0.0291775,PPA,505,HF,20
1217,-0.0856866,PPA,505,HF,21
1218,-0.107884,PPA,505,Ho,1
1219,0.0805732,PPA,505,Ho,2
1220,-0.0544479,PPA,505,Ho,3
1221,0.0937511,PPA,505,Ho,4
1222,0.163048,PPA,505,Ho,5
1223,0.340628,PPA,505,Ho,6
1224,0.40761,PPA,505,Ho,7
1225,0.312118,PPA,505,Ho,8
1226,0.330256,PPA,505,Ho,9
1227,0.26633,PPA,505,Ho,10
1228,0.244572,PPA,505,Ho,11
1229,0.300617,PPA,505,Ho,12
1230,0.248211,PPA,505,Ho,13
1231,0.269445,PPA,505,Ho,14
1232,0.352305,PPA,505,Ho,15
1233,0.230199,PPA,505,Ho,16
1234,0.211794,PPA,505,Ho,17
1235,0.0461191,PPA,505,Ho,18
1236,0.0254464,PPA,505,Ho,19
1237,0.110022,PPA,505,Ho,20
1238,0.0327317,PPA,505,Ho,21
1239,0.0139505,PPA,505,Hp,1
1240,0.087219,PPA,505,Hp,2
1241,0.0865329,PPA,505,Hp,3
1242,0.26539,PPA,505,Hp,4
1243,0.204988,PPA,505,Hp,5
1244,0.266747,PPA,505,Hp,6
1245,0.288918,PPA,505,Hp,7
1246,0.333653,PPA,505,Hp,8
1247,0.249072,PPA,505,Hp,9
1248,0.223816,PPA,505,Hp,10
1249,0.240038,PPA,505,Hp,11
1250,0.250488,PPA,505,Hp,12
1251,0.273835,PPA,505,Hp,13
1252,0.227852,PPA,505,Hp,14
1253,0.18379,PPA,505,Hp,15
1254,0.12986,PPA,505,Hp,16
1255,0.00481546,PPA,505,Hp,17
1256,-0.0615287,PPA,505,Hp,18
1257,-0.00138264,PPA,505,Hp,19
1258,-0.0512732,PPA,505,Hp,20
1259,0.0946834,PPA,505,Hp,21
1260,-0.205449,FFA,518,FH,1
1261,-0.233701,FFA,518,FH,2
1262,-0.223368,FFA,518,FH,3
1263,0.0271408,FFA,518,FH,4
1264,0.0234135,FFA,518,FH,5
1265,0.36933,FFA,518,FH,6
1266,0.303098,FFA,518,FH,7
1267,0.429065,FFA,518,FH,8
1268,0.396136,FFA,518,FH,9
1269,0.451569,FFA,518,FH,10
1270,0.423357,FFA,518,FH,11
1271,0.294307,FFA,518,FH,12
1272,0.340186,FFA,518,FH,13
1273,0.347894,FFA,518,FH,14
1274,0.373295,FFA,518,FH,15
1275,0.426995,FFA,518,FH,16
1276,0.122359,FFA,518,FH,17
1277,-0.0406037,FFA,518,FH,18
1278,-0.104363,FFA,518,FH,19
1279,-0.0121439,FFA,518,FH,20
1280,0.237515,FFA,518,FH,21
1281,-0.421057,FFA,518,Fo,1
1282,-0.370726,FFA,518,Fo,2
1283,-0.190732,FFA,518,Fo,3
1284,0.070275,FFA,518,Fo,4
1285,0.100464,FFA,518,Fo,5
1286,0.33367,FFA,518,Fo,6
1287,0.323579,FFA,518,Fo,7
1288,0.204355,FFA,518,Fo,8
1289,0.256757,FFA,518,Fo,9
1290,0.244268,FFA,518,Fo,10
1291,0.130962,FFA,518,Fo,11
1292,0.0785302,FFA,518,Fo,12
1293,0.0857587,FFA,518,Fo,13
1294,-0.0363901,FFA,518,Fo,14
1295,-0.187207,FFA,518,Fo,15
1296,-0.0240168,FFA,518,Fo,16
1297,-0.222665,FFA,518,Fo,17
1298,-0.12593,FFA,518,Fo,18
1299,-0.170718,FFA,518,Fo,19
1300,-0.0261614,FFA,518,Fo,20
1301,-0.113446,FFA,518,Fo,21
1302,0.28659,FFA,518,Fp,1
1303,-0.421818,FFA,518,Fp,2
1304,-0.219266,FFA,518,Fp,3
1305,-0.0783805,FFA,518,Fp,4
1306,0.205106,FFA,518,Fp,5
1307,0.349833,FFA,518,Fp,6
1308,0.179765,FFA,518,Fp,7
1309,0.131568,FFA,518,Fp,8
1310,-0.0644349,FFA,518,Fp,9
1311,-0.153968,FFA,518,Fp,10
1312,-0.163683,FFA,518,Fp,11
1313,-0.147577,FFA,518,Fp,12
1314,-0.0767753,FFA,518,Fp,13
1315,-0.0870117,FFA,518,Fp,14
1316,-0.0893143,FFA,518,Fp,15
1317,-0.0875612,FFA,518,Fp,16
1318,0.0871614,FFA,518,Fp,17
1319,0.0479901,FFA,518,Fp,18
1320,-0.113679,FFA,518,Fp,19
1321,-0.0595928,FFA,518,Fp,20
1322,-0.463906,FFA,518,Fp,21
1323,-0.121188,FFA,518,HF,1
1324,-0.0711786,FFA,518,HF,2
1325,0.00358396,FFA,518,HF,3
1326,0.132036,FFA,518,HF,4
1327,0.250397,FFA,518,HF,5
1328,0.469252,FFA,518,HF,6
1329,0.350587,FFA,518,HF,7
1330,0.469596,FFA,518,HF,8
1331,0.426101,FFA,518,HF,9
1332,0.416924,FFA,518,HF,10
1333,0.394245,FFA,518,HF,11
1334,0.348278,FFA,518,HF,12
1335,0.273503,FFA,518,HF,13
1336,0.0762629,FFA,518,HF,14
1337,0.172479,FFA,518,HF,15
1338,0.318911,FFA,518,HF,16
1339,0.124747,FFA,518,HF,17
1340,-0.121119,FFA,518,HF,18
1341,0.041254,FFA,518,HF,19
1342,-0.0510356,FFA,518,HF,20
1343,-0.111712,FFA,518,HF,21
1344,-0.235416,FFA,518,Ho,1
1345,-0.254053,FFA,518,Ho,2
1346,-0.344021,FFA,518,Ho,3
1347,-0.123139,FFA,518,Ho,4
1348,0.0635807,FFA,518,Ho,5
1349,0.207489,FFA,518,Ho,6
1350,0.202629,FFA,518,Ho,7
1351,0.177587,FFA,518,Ho,8
1352,0.244945,FFA,518,Ho,9
1353,0.209678,FFA,518,Ho,10
1354,0.095316,FFA,518,Ho,11
1355,0.0283673,FFA,518,Ho,12
1356,-0.00863429,FFA,518,Ho,13
1357,0.0146509,FFA,518,Ho,14
1358,0.00642941,FFA,518,Ho,15
1359,-0.165148,FFA,518,Ho,16
1360,-0.125391,FFA,518,Ho,17
1361,-0.286296,FFA,518,Ho,18
1362,-0.272946,FFA,518,Ho,19
1363,-0.252244,FFA,518,Ho,20
1364,-0.537729,FFA,518,Ho,21
1365,-0.127377,FFA,518,Hp,1
1366,-0.175506,FFA,518,Hp,2
1367,-0.0538013,FFA,518,Hp,3
1368,-0.23057,FFA,518,Hp,4
1369,-0.0242794,FFA,518,Hp,5
1370,0.0511217,FFA,518,Hp,6
1371,-0.132052,FFA,518,Hp,7
1372,-0.286778,FFA,518,Hp,8
1373,-0.30282,FFA,518,Hp,9
1374,-0.316964,FFA,518,Hp,10
1375,-0.305613,FFA,518,Hp,11
1376,-0.292092,FFA,518,Hp,12
1377,-0.33407,FFA,518,Hp,13
1378,-0.345141,FFA,518,Hp,14
1379,-0.308217,FFA,518,Hp,15
1380,-0.252689,FFA,518,Hp,16
1381,-0.191027,FFA,518,Hp,17
1382,-0.1596,FFA,518,Hp,18
1383,-0.247915,FFA,518,Hp,19
1384,-0.0761992,FFA,518,Hp,20
1385,-0.158926,FFA,518,Hp,21
1386,-0.218894,PPA,518,FH,1
1387,-0.10025,PPA,518,FH,2
1388,-0.0912191,PPA,518,FH,3
1389,-0.0348223,PPA,518,FH,4
1390,-0.0184776,PPA,518,FH,5
1391,0.02778,PPA,518,FH,6
1392,0.0724872,PPA,518,FH,7
1393,0.03619,PPA,518,FH,8
1394,-0.00830384,PPA,518,FH,9
1395,-0.0501314,PPA,518,FH,10
1396,-0.0631412,PPA,518,FH,11
1397,-0.0393946,PPA,518,FH,12
1398,-0.0189658,PPA,518,FH,13
1399,0.0220427,PPA,518,FH,14
1400,0.051476,PPA,518,FH,15
1401,-0.0124556,PPA,518,FH,16
1402,-0.00502131,PPA,518,FH,17
1403,-0.0906335,PPA,518,FH,18
1404,-0.012561,PPA,518,FH,19
1405,0.00623194,PPA,518,FH,20
1406,-0.0438057,PPA,518,FH,21
1407,-0.0678455,PPA,518,Fo,1
1408,-0.0730668,PPA,518,Fo,2
1409,-0.0469401,PPA,518,Fo,3
1410,-0.0417933,PPA,518,Fo,4
1411,-0.144739,PPA,518,Fo,5
1412,-0.101282,PPA,518,Fo,6
1413,-0.0743389,PPA,518,Fo,7
1414,-0.00482775,PPA,518,Fo,8
1415,-0.0220088,PPA,518,Fo,9
1416,-0.127024,PPA,518,Fo,10
1417,-0.170863,PPA,518,Fo,11
1418,-0.16876,PPA,518,Fo,12
1419,-0.186612,PPA,518,Fo,13
1420,-0.18477,PPA,518,Fo,14
1421,-0.127334,PPA,518,Fo,15
1422,-0.0393071,PPA,518,Fo,16
1423,-0.0543675,PPA,518,Fo,17
1424,-0.0221362,PPA,518,Fo,18
1425,0.0362837,PPA,518,Fo,19
